CD_A,PER,ENT,CON,V_SEL,N_HOG,AGEB,UPM,PRO_VIV,R_PRE,FCH_PRE,R_DEF,FCH_DEF,P1,P2,P3,P4,R_INF,R_ELE,FAC
40,1117,"	03",40044,2,1,381-4,"	0300448","	0056","	08",22/11/2017,"	08",24/11/2017,,,,,,,
40,1117,"	03",40059,3,1,308-7,"	0300244","	0007","	01",13/11/2017,"	01",15/11/2017,2,1,,,"	02","	01",926
40,1117,"	03",40059,5,1,308-7,"	0300244","	0096","	01",15/11/2017,"	01",16/11/2017,4,1,,,"	01","	02",926
40,1117,"	03",40059,1,1,308-7,"	0300244","	0047","	01",14/11/2017,"	01",15/11/2017,2,1,,,"	01","	01",926
40,1117,"	03",40059,4,1,308-7,"	0300244","	0072","	01",13/11/2017,"	01",14/11/2017,1,,,,"	01","	01",926
40,1117,"	03",40059,2,1,308-7,"	0300244","	0033","	01",16/11/2017,"	01",17/11/2017,2,1,,,"	01","	01",926
40,1117,"	03",40062,2,1,199-8,"	0300043","	0086","	01","	08/11/2017","	01",15/11/2017,4,1,,,"	02","	02",1081
40,1117,"	03",40062,5,1,199-8,"	0300043","	0172","	01","	09/11/2017","	01",10/11/2017,2,1,,,"	01","	02",1081
40,1117,"	03",40062,3,1,199-8,"	0300043","	0140","	06","	06/12/2017","	06","	06/12/2017",,,,,,,
40,1117,"	03",40062,1,1,199-8,"	0300043","	0038","	01","	07/11/2017","	01",10/11/2017,6,1,,,"	01","	03",1081
40,1117,"	03",40062,4,1,199-8,"	0300043","	0200","	01","	07/11/2017","	01","	08/11/2017",3,1,,,"	01","	01",1081
40,1117,"	03",40083,1,1,440-3,"	0300640","	0098","	07","	04/12/2017","	07","	04/12/2017",,,,,,,
40,1117,"	03",40083,5,1,440-3,"	0300640","	0030","	01","	06/11/2017","	01","	08/11/2017",2,1,,,"	01","	01",940
40,1117,"	03",40083,4,1,440-3,"	0300640","	0005","	01","	06/11/2017","	01","	08/11/2017",3,1,,,"	02","	02",940
40,1117,"	03",40083,2,1,440-3,"	0300640","	0043","	01","	06/11/2017","	01","	08/11/2017",7,1,,,"	02","	02",940
40,1117,"	03",40083,3,1,440-3,"	0300640","	0062","	08","	07/11/2017","	08",18/11/2017,,,,,,,
40,1117,"	03",40084,4,1,185-6,"	0300001","	0039","	03",13/11/2017,"	03","	05/12/2017",3,1,,,"	01","	02",
40,1117,"	03",40084,1,1,185-6,"	0300001","	0123","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
40,1117,"	03",40084,5,1,185-6,"	0300001","	0099","	01",16/11/2017,"	01",17/11/2017,5,1,,,"	02","	03",1116
40,1117,"	03",40084,3,1,185-6,"	0300001","	0009","	01",16/11/2017,"	01",17/11/2017,6,1,,,"	02","	02",1116
40,1117,"	03",40084,2,1,185-6,"	0300001","	0071","	01",14/11/2017,"	01",17/11/2017,2,1,,,"	02","	01",1116
40,1117,"	03",40094,5,1,509-8,"	0300719","	0156","	01","	07/11/2017","	01",10/11/2017,4,1,,,"	01","	02",1330
40,1117,"	03",40094,1,1,509-8,"	0300719","	0086","	01","	09/11/2017","	01",10/11/2017,4,1,,,"	01","	02",1330
40,1117,"	03",40094,3,1,509-8,"	0300719","	0073","	01",11/11/2017,"	01",13/11/2017,4,1,,,"	01","	02",1330
40,1117,"	03",40094,4,1,509-8,"	0300719","	0141","	01",10/11/2017,"	01",13/11/2017,4,1,,,"	01","	02",1330
40,1117,"	03",40094,2,1,509-8,"	0300719","	0030","	01","	07/11/2017","	01","	08/11/2017",3,1,,,"	01","	01",1330
40,1117,"	03",40133,5,1,402-8,"	0300535","	0090","	01","	08/11/2017","	01",14/11/2017,3,1,,,"	02","	02",1272
40,1117,"	03",40133,3,1,402-8,"	0300535","	0192","	01","	06/11/2017","	01",15/11/2017,4,1,,,"	02","	02",1272
40,1117,"	03",40133,2,1,402-8,"	0300535","	0131","	01","	07/11/2017","	01","	09/11/2017",4,1,,,"	02","	03",1272
40,1117,"	03",40133,4,1,402-8,"	0300535","	0082","	01","	08/11/2017","	01","	09/11/2017",1,,,,"	01","	01",1272
40,1117,"	03",40133,1,1,402-8,"	0300535","	0052","	01","	07/11/2017","	01","	08/11/2017",4,1,,,"	01","	01",1272
40,1117,"	03",40134,5,1,193-0,"	0300017","	0063","	01",15/11/2017,"	01",18/11/2017,6,1,,,"	05","	04",794
40,1117,"	03",40134,2,1,193-0,"	0300017","	0020","	01",15/11/2017,"	01",16/11/2017,3,1,,,"	03","	01",794
40,1117,"	03",40134,1,1,193-0,"	0300017","	0106","	01",16/11/2017,"	01",17/11/2017,3,1,,,"	02","	02",794
40,1117,"	03",40134,3,1,193-0,"	0300017","	0041","	01",17/11/2017,"	01",18/11/2017,5,1,,,"	01","	01",794
40,1117,"	03",40134,4,1,193-0,"	0300017","	0094","	01",17/11/2017,"	01",18/11/2017,3,1,,,"	02","	01",794
40,1117,"	03",40139,1,1,432-9,"	0300595","	0023","	01",11/11/2017,"	01",12/11/2017,5,1,,,"	02","	02",964
40,1117,"	03",40139,3,1,432-9,"	0300595","	0069","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
40,1117,"	03",40139,2,1,432-9,"	0300595","	0047","	01","	07/11/2017","	01",15/11/2017,4,1,,,"	03","	01",964
40,1117,"	03",40139,4,1,432-9,"	0300595","	0091","	01","	06/11/2017","	01","	08/11/2017",2,1,,,"	01","	01",964
40,1117,"	03",40139,5,1,432-9,"	0300595","	0121","	01","	06/11/2017","	01","	08/11/2017",4,1,,,"	02","	02",964
40,1117,"	03",40140,4,1,205-5,"	0300072","	0003","	01",22/11/2017,"	01",24/11/2017,5,1,,,"	05","	03",760
40,1117,"	03",40140,2,1,205-5,"	0300072","	0046","	04","	05/12/2017","	04","	05/12/2017",,,,,,,
40,1117,"	03",40140,3,1,205-5,"	0300072","	0096","	06","	04/12/2017","	06","	04/12/2017",,,,,,,
40,1117,"	03",40140,5,1,205-5,"	0300072","	0022","	01",29/11/2017,"	01",30/11/2017,3,1,,,"	03","	01",760
40,1117,"	03",40140,1,1,205-5,"	0300072","	0065","	01",21/11/2017,"	01",22/11/2017,3,1,,,"	01","	01",760
40,1117,"	03",40142,1,1,389-0,"	0300477","	0085","	01",22/11/2017,"	01",23/11/2017,1,,,,"	01","	01",1348
40,1117,"	03",40142,4,1,389-0,"	0300477","	0138","	01",22/11/2017,"	01",24/11/2017,2,1,,,"	02","	02",1348
40,1117,"	03",40142,3,1,389-0,"	0300477","	0118","	01",22/11/2017,"	01",23/11/2017,4,1,,,"	01","	03",1348
40,1117,"	03",40142,2,1,389-0,"	0300477","	0049","	01",21/11/2017,"	01",22/11/2017,3,1,,,"	02","	01",1348
40,1117,"	03",40142,5,1,389-0,"	0300477","	0132","	01",21/11/2017,"	01",22/11/2017,3,1,,,"	02","	02",1348
40,1117,"	03",40164,1,1,341-A,"	0300365","	0073","	01",18/11/2017,"	01",18/11/2017,3,1,,,"	02","	02",833
40,1117,"	03",40164,3,1,341-A,"	0300365","	0069","	01",14/11/2017,"	01",15/11/2017,3,1,,,"	02","	02",833
40,1117,"	03",40164,2,1,341-A,"	0300365","	0013","	01",16/11/2017,"	01",17/11/2017,8,1,,,"	02","	04",833
40,1117,"	03",40164,4,1,341-A,"	0300365","	0053","	01",16/11/2017,"	01",22/11/2017,3,1,,,"	01","	01",833
40,1117,"	03",40164,5,1,341-A,"	0300365","	0036","	01",14/11/2017,"	01",16/11/2017,4,1,,,"	02","	01",833
40,1117,"	03",40172,4,1,400-9,"	0300527","	0072","	01",15/11/2017,"	01",17/11/2017,4,1,,,"	02","	02",814
40,1117,"	03",40172,3,1,400-9,"	0300527","	0048","	07",17/11/2017,"	07",18/11/2017,,,,,,,
40,1117,"	03",40172,5,1,400-9,"	0300527","	0093","	07",15/11/2017,"	07",18/11/2017,,,,,,,
40,1117,"	03",40172,1,1,400-9,"	0300527","	0002","	01",13/11/2017,"	01",15/11/2017,5,1,,,"	02","	02",814
40,1117,"	03",40172,2,1,400-9,"	0300527","	0028","	01",13/11/2017,"	01",14/11/2017,6,1,,,"	03","	02",814
40,1117,"	03",40174,3,1,307-2,"	0300241","	0047","	01","	07/11/2017","	01","	08/11/2017",1,,,,"	01","	01",750
40,1117,"	03",40174,4,1,307-2,"	0300241","	0008","	07",13/11/2017,"	07",15/11/2017,,,,,,,
40,1117,"	03",40174,5,1,307-2,"	0300241","	0029","	01","	07/11/2017","	01","	09/11/2017",3,1,,,"	02","	02",750
40,1117,"	03",40174,2,1,307-2,"	0300241","	0101","	01","	06/11/2017","	01","	09/11/2017",4,1,,,"	02","	01",750
40,1117,"	03",40174,1,1,307-2,"	0300241","	0080","	01",10/11/2017,"	01",12/11/2017,3,1,,,"	02","	01",750
40,1117,"	03",40190,2,1,202-1,"	0300061","	0004","	01",21/11/2017,"	01",22/11/2017,1,,,,"	01","	01",740
40,1117,"	03",40190,5,1,202-1,"	0300061","	0087","	01",27/11/2017,"	01",28/11/2017,1,,,,"	01","	01",740
40,1117,"	03",40190,4,1,202-1,"	0300061","	0067","	01",21/11/2017,"	01","	04/12/2017",8,1,,,"	02","	04",740
40,1117,"	03",40190,1,1,202-1,"	0300061","	0021","	01",21/11/2017,"	01",22/11/2017,2,1,,,"	01","	01",740
40,1117,"	03",40190,3,1,202-1,"	0300061","	0048","	01",22/11/2017,"	01",27/11/2017,2,1,,,"	01","	02",740
40,1117,"	03",40219,2,1,223-3,"	0300137","	0030","	01",21/11/2017,"	01",22/11/2017,3,1,,,"	03","	01",892
40,1117,"	03",40219,3,1,223-3,"	0300137","	0049","	01",22/11/2017,"	01",23/11/2017,5,1,,,"	01","	01",892
40,1117,"	03",40219,1,1,223-3,"	0300137","	0008","	01",22/11/2017,"	01",23/11/2017,1,,,,"	01","	01",892
40,1117,"	03",40219,5,1,223-3,"	0300137","	0093","	01",22/11/2017,"	01",23/11/2017,1,,,,"	01","	01",892
40,1117,"	03",40219,4,1,223-3,"	0300137","	0072","	01",29/11/2017,"	01","	04/12/2017",4,1,,,"	02","	02",892
40,1117,"	03",40295,3,1,192-6,"	0300009","	0089","	01",22/11/2017,"	01",23/11/2017,2,1,,,"	01","	02",787
40,1117,"	03",40295,4,1,192-6,"	0300009","	0079","	01",23/11/2017,"	01",24/11/2017,4,1,,,"	01","	01",787
40,1117,"	03",40295,2,1,192-6,"	0300009","	0070","	01",23/11/2017,"	01",24/11/2017,1,,,,"	01","	01",787
40,1117,"	03",40295,1,1,192-6,"	0300009","	0117","	01",22/11/2017,"	01",23/11/2017,2,1,,,"	02","	02",787
40,1117,"	03",40295,5,1,192-6,"	0300009","	0020","	01",22/11/2017,"	01",27/11/2017,7,1,,,"	02","	03",787
40,1117,"	03",40350,5,1,305-3,"	0300221","	0020","	01",17/11/2017,"	01",21/11/2017,3,1,,,"	01","	02",781
40,1117,"	03",40350,3,1,305-3,"	0300221","	0089","	01",13/11/2017,"	01",14/11/2017,1,,,,"	01","	01",781
40,1117,"	03",40350,4,1,305-3,"	0300221","	0106","	01",13/11/2017,"	01",14/11/2017,1,,,,"	01","	01",781
40,1117,"	03",40350,1,1,305-3,"	0300221","	0044","	01",14/11/2017,"	01",15/11/2017,6,1,,,"	02","	02",781
40,1117,"	03",40350,2,1,305-3,"	0300221","	0066","	01",15/11/2017,"	01",21/11/2017,2,1,,,"	01","	01",781
40,1117,"	03",40353,1,1,225-2,"	0300150","	0133","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
40,1117,"	03",40353,2,1,225-2,"	0300150","	0059","	01",23/11/2017,"	01",24/11/2017,1,,,,"	01","	01",934
40,1117,"	03",40353,4,1,225-2,"	0300150","	0014","	01",23/11/2017,"	01",27/11/2017,4,1,,,"	01","	04",934
40,1117,"	03",40353,3,1,225-2,"	0300150","	0054","	01",23/11/2017,"	01",24/11/2017,3,1,,,"	03","	01",934
40,1117,"	03",40353,5,1,225-2,"	0300150","	0043","	01",23/11/2017,"	01",24/11/2017,4,1,,,"	04","	03",934
28,1117,"	04",40005,2,1,199-5,"	0400537","	0030","	01",14/11/2017,"	01",14/11/2017,4,1,,,"	02","	02",780
28,1117,"	04",40005,5,1,199-5,"	0400537","	0104","	01",14/11/2017,"	01",14/11/2017,2,1,,,"	02","	02",780
28,1117,"	04",40005,4,1,199-5,"	0400537","	0072","	01",13/11/2017,"	01",14/11/2017,6,1,,,"	02","	05",780
28,1117,"	04",40005,3,1,199-5,"	0400537","	0052","	01",13/11/2017,"	01",14/11/2017,4,1,,,"	02","	01",780
28,1117,"	04",40005,1,1,199-5,"	0400537","	0011","	01",17/11/2017,"	01",18/11/2017,4,1,,,"	02","	02",780
28,1117,"	04",40028,5,1,223-0,"	0400627","	0160","	01","	07/11/2017","	01",12/11/2017,2,1,,,"	01","	01",521
28,1117,"	04",40028,4,1,223-0,"	0400627","	0284","	01","	07/11/2017","	01","	08/11/2017",5,1,,,"	02","	02",521
28,1117,"	04",40028,3,1,223-0,"	0400627","	0378","	01","	07/11/2017","	01","	08/11/2017",2,1,,,"	01","	01",521
28,1117,"	04",40028,2,1,223-0,"	0400627","	0181","	01",10/11/2017,"	01",12/11/2017,3,1,,,"	02","	02",521
28,1117,"	04",40028,1,1,223-0,"	0400627","	0025","	07","	02/12/2017","	07","	03/12/2017",,,,,,,
28,1117,"	04",40029,1,1,123-2,"	0400258","	0041","	01",21/11/2017,"	01",26/11/2017,5,1,,,"	04","	02",915
28,1117,"	04",40029,2,1,123-2,"	0400258","	0070","	01",25/11/2017,"	01",26/11/2017,1,,,,"	01","	01",915
28,1117,"	04",40029,4,1,123-2,"	0400258","	0115","	01",15/11/2017,"	01",16/11/2017,3,1,,,"	01","	01",915
28,1117,"	04",40029,3,1,123-2,"	0400258","	0096","	01",15/11/2017,"	01",17/11/2017,8,1,,,"	01","	07",915
28,1117,"	04",40029,5,1,123-2,"	0400258","	0016","	01",15/11/2017,"	01",16/11/2017,3,1,,,"	03","	03",915
28,1117,"	04",40079,3,1,111-A,"	0400201","	0066","	03","	09/11/2017","	03","	09/11/2017",1,,,,"	01",,
28,1117,"	04",40079,5,1,111-A,"	0400201","	0022","	01","	08/11/2017","	01","	09/11/2017",4,1,,,"	01","	02",706
28,1117,"	04",40079,2,1,111-A,"	0400201","	0082","	01","	07/11/2017","	01","	08/11/2017",4,1,,,"	02","	02",706
28,1117,"	04",40079,4,1,111-A,"	0400201","	0001","	01","	07/11/2017","	01","	08/11/2017",2,1,,,"	01","	01",706
28,1117,"	04",40079,1,1,111-A,"	0400201","	0098","	01","	07/11/2017","	01","	09/11/2017",3,1,,,"	01","	02",706
28,1117,"	04",40080,4,1,133-6,"	0400293","	0134","	01",13/11/2017,"	01",14/11/2017,3,1,,,"	01","	03",897
28,1117,"	04",40080,5,1,133-6,"	0400293","	0023","	03",13/11/2017,"	03",14/11/2017,1,,,,"	01","	01",
28,1117,"	04",40080,2,1,133-6,"	0400293","	0077","	01",13/11/2017,"	01",14/11/2017,2,2,2,1,"	01","	01",897
28,1117,"	04",40080,1,1,133-6,"	0400293","	0049","	01",14/11/2017,"	01",18/11/2017,3,1,,,"	01","	02",897
28,1117,"	04",40080,3,1,133-6,"	0400293","	0108","	01",15/11/2017,"	01",16/11/2017,1,,,,"	01","	01",897
28,1117,"	04",40099,2,1,197-6,"	0400529","	0121","	01",11/11/2017,"	01",12/11/2017,3,1,,,"	02","	02",746
28,1117,"	04",40099,3,1,197-6,"	0400529","	0008","	01","	07/11/2017","	01",12/11/2017,3,1,,,"	01","	02",746
28,1117,"	04",40099,1,1,197-6,"	0400529","	0091","	01",27/11/2017,"	01",28/11/2017,1,,,,"	01","	01",746
28,1117,"	04",40099,4,1,197-6,"	0400529","	0038","	01","	06/11/2017","	01","	08/11/2017",4,1,,,"	02","	02",746
28,1117,"	04",40099,5,1,197-6,"	0400529","	0139","	01","	08/11/2017","	01","	09/11/2017",4,1,,,"	01","	02",746
28,1117,"	04",40144,2,1,231-5,"	0401273","	0053","	01",22/11/2017,"	01",27/11/2017,3,1,,,"	02","	01",843
28,1117,"	04",40144,3,1,231-5,"	0401273","	0067","	01",24/11/2017,"	01",26/11/2017,5,1,,,"	05","	02",843
28,1117,"	04",40144,4,1,231-5,"	0401273","	0098","	01",22/11/2017,"	01",23/11/2017,3,1,,,"	01","	01",843
28,1117,"	04",40144,5,1,231-5,"	0401273","	0125","	01",23/11/2017,"	01",24/11/2017,3,1,,,"	01","	01",843
28,1117,"	04",40144,1,1,231-5,"	0401273","	0013","	01",22/11/2017,"	01",23/11/2017,2,1,,,"	01","	01",843
28,1117,"	04",40165,1,1,242-3,"	0400469","	0116","	01",16/11/2017,"	01",17/11/2017,1,,,,"	01","	01",859
28,1117,"	04",40165,4,1,242-3,"	0400469","	0038","	01",14/11/2017,"	01",14/11/2017,3,1,,,"	02","	01",859
28,1117,"	04",40165,3,1,242-3,"	0400469","	0137","	01",14/11/2017,"	01",16/11/2017,9,1,,,"	04","	03",859
28,1117,"	04",40165,5,1,242-3,"	0400469","	0022","	01",15/11/2017,"	01",16/11/2017,6,1,,,"	01","	01",859
28,1117,"	04",40165,2,1,242-3,"	0400469","	0095","	01",14/11/2017,"	01",14/11/2017,6,1,,,"	01","	03",859
28,1117,"	04",40190,1,1,"	068-1","	0400072","	0020","	07",13/11/2017,"	07",24/11/2017,,,,,,,
28,1117,"	04",40190,5,1,"	068-1","	0400072","	0042","	01",14/11/2017,"	01",14/11/2017,5,1,,,"	03","	03",873
28,1117,"	04",40190,3,1,"	068-1","	0400072","	0105","	01",13/11/2017,"	01",14/11/2017,3,1,,,"	02","	03",873
28,1117,"	04",40190,2,1,"	068-1","	0400072","	0080","	01",13/11/2017,"	01",16/11/2017,2,1,,,"	02","	02",873
28,1117,"	04",40190,4,1,"	068-1","	0400072","	0058","	01",23/11/2017,"	01",29/11/2017,3,1,,,"	03","	03",873
28,1117,"	04",40191,2,1,156-7,"	0400364","	0076","	01","	09/11/2017","	01",12/11/2017,3,1,,,"	02","	01",786
28,1117,"	04",40191,4,1,156-7,"	0400364","	0114","	01","	09/11/2017","	01",12/11/2017,4,1,,,"	02","	03",786
28,1117,"	04",40191,3,1,156-7,"	0400364","	0105","	01","	09/11/2017","	01",12/11/2017,5,1,,,"	03","	02",786
28,1117,"	04",40191,1,1,156-7,"	0400364","	0054","	01","	09/11/2017","	01",10/11/2017,3,1,,,"	01","	01",786
28,1117,"	04",40191,5,1,156-7,"	0400364","	0005","	01","	09/11/2017","	01",12/11/2017,1,,,,"	01","	01",786
28,1117,"	04",40192,4,1,152-9,"	0400360","	0110","	01",21/11/2017,"	01",27/11/2017,5,1,,,"	02","	02",795
28,1117,"	04",40192,3,1,152-9,"	0400360","	0050","	01",21/11/2017,"	01",29/11/2017,5,1,,,"	02","	01",795
28,1117,"	04",40192,2,1,152-9,"	0400360","	0041","	01",27/11/2017,"	01",28/11/2017,1,,,,"	01","	01",795
28,1117,"	04",40192,1,1,152-9,"	0400360","	0020","	01",21/11/2017,"	01",24/11/2017,5,1,,,"	03","	02",795
28,1117,"	04",40192,5,1,152-9,"	0400360","	0067","	01",23/11/2017,"	01",24/11/2017,1,,,,"	01","	01",795
28,1117,"	04",40195,1,1,"	002-2","	0400003","	0015","	01",22/11/2017,"	01",23/11/2017,2,1,,,"	01","	01",686
28,1117,"	04",40195,4,1,"	002-2","	0400003","	0045","	01",22/11/2017,"	01",23/11/2017,3,1,,,"	01","	01",686
28,1117,"	04",40195,3,1,"	002-2","	0400003","	0029","	01",22/11/2017,"	01",27/11/2017,5,1,,,"	01","	03",686
28,1117,"	04",40195,2,1,"	002-2","	0400003","	0071","	01",22/11/2017,"	01",27/11/2017,2,1,,,"	02","	01",686
28,1117,"	04",40195,5,1,"	002-2","	0400003","	0089","	01",27/11/2017,"	01",29/11/2017,5,1,,,"	01","	03",686
28,1117,"	04",40197,1,1,122-8,"	0400245","	0029","	01","	09/11/2017","	01",18/11/2017,5,1,,,"	02","	03",743
28,1117,"	04",40197,4,1,122-8,"	0400245","	0091","	01","	09/11/2017","	01",12/11/2017,2,1,,,"	01","	02",743
28,1117,"	04",40197,5,1,122-8,"	0400245","	0009","	01",10/11/2017,"	01",12/11/2017,3,1,,,"	03","	03",743
28,1117,"	04",40197,3,1,122-8,"	0400245","	0068","	01","	09/11/2017","	01",10/11/2017,4,1,,,"	02","	01",743
28,1117,"	04",40197,2,1,122-8,"	0400245","	0049","	01","	09/11/2017","	01",14/11/2017,7,1,,,"	02","	01",743
28,1117,"	04",40215,1,1,198-0,"	0400532","	0044","	01","	08/11/2017","	01","	09/11/2017",4,1,,,"	01","	01",931
28,1117,"	04",40215,3,1,198-0,"	0400532","	0076","	01","	08/11/2017","	01","	09/11/2017",1,,,,"	01","	01",931
28,1117,"	04",40215,4,1,198-0,"	0400532","	0010","	01","	08/11/2017","	01","	09/11/2017",4,1,,,"	02","	02",931
28,1117,"	04",40215,5,1,198-0,"	0400532","	0024","	01","	09/11/2017","	01",29/11/2017,5,1,,,"	02","	01",931
28,1117,"	04",40215,2,1,198-0,"	0400532","	0110","	01","	09/11/2017","	01",12/11/2017,2,1,,,"	01","	02",931
28,1117,"	04",40216,3,1,205-2,"	0400566","	0051","	01",22/11/2017,"	01",23/11/2017,6,2,2,3,"	02","	01",747
28,1117,"	04",40216,4,1,205-2,"	0400566","	0078","	01",24/11/2017,"	01",28/11/2017,4,1,,,"	03","	04",747
28,1117,"	04",40216,1,1,205-2,"	0400566","	0005","	01",22/11/2017,"	01",23/11/2017,5,1,,,"	01","	02",747
28,1117,"	04",40216,5,1,205-2,"	0400566","	0104","	01",22/11/2017,"	01",23/11/2017,7,1,,,"	03","	06",747
28,1117,"	04",40216,2,1,205-2,"	0400566","	0029","	01",22/11/2017,"	01",24/11/2017,5,1,,,"	02","	03",747
28,1117,"	04",40222,3,1,128-5,"	0400277","	0013","	01",28/11/2017,"	01",29/11/2017,4,1,,,"	02","	02",728
28,1117,"	04",40222,1,1,128-5,"	0400277","	0065","	01",28/11/2017,"	01","	01/12/2017",6,1,,,"	04","	01",728
28,1117,"	04",40222,5,1,128-5,"	0400277","	0047","	01",23/11/2017,"	01",24/11/2017,5,1,,,"	02","	02",728
28,1117,"	04",40222,4,1,128-5,"	0400277","	0031","	01",23/11/2017,"	01",24/11/2017,1,,,,"	01","	01",728
28,1117,"	04",40222,2,1,128-5,"	0400277","	0084","	01",21/11/2017,"	01",22/11/2017,5,1,,,"	02","	02",728
28,1117,"	04",40261,3,1,128-5,"	0400275","	0056","	01",21/11/2017,"	01",22/11/2017,3,1,,,"	02","	02",717
28,1117,"	04",40261,4,1,128-5,"	0400275","	0076","	01","	02/12/2017","	01","	03/12/2017",4,1,,,"	02","	01",717
28,1117,"	04",40261,2,1,128-5,"	0400275","	0044","	07","	02/12/2017","	07","	03/12/2017",,,,,,,
28,1117,"	04",40261,5,1,128-5,"	0400275","	0104","	01",21/11/2017,"	01",22/11/2017,7,1,,,"	02","	02",717
28,1117,"	04",40261,1,1,128-5,"	0400275","	0022","	01",22/11/2017,"	01",23/11/2017,3,1,,,"	02","	02",717
28,1117,"	04",40299,2,1,"	061-A","	0400065","	0086","	01",16/11/2017,"	01",16/11/2017,2,1,,,"	01","	01",779
28,1117,"	04",40299,5,1,"	061-A","	0400065","	0007","	01",14/11/2017,"	01",16/11/2017,7,1,,,"	01","	03",779
28,1117,"	04",40299,4,1,"	061-A","	0400065","	0034","	01",15/11/2017,"	01",16/11/2017,1,,,,"	01","	01",779
28,1117,"	04",40299,3,1,"	061-A","	0400065","	0112","	01",15/11/2017,"	01","	03/12/2017",3,1,,,"	02","	03",779
28,1117,"	04",40299,1,1,"	061-A","	0400065","	0066","	01",15/11/2017,"	01",16/11/2017,1,,,,"	01","	01",779
28,1117,"	04",40315,3,1,223-0,"	0400631","	0063","	01","	06/11/2017","	01","	03/12/2017",3,1,,,"	02","	01",687
28,1117,"	04",40315,4,1,223-0,"	0400631","	0099","	01","	08/11/2017","	01",10/11/2017,3,1,,,"	02","	02",687
28,1117,"	04",40315,1,1,223-0,"	0400631","	0013","	01","	07/11/2017","	01",12/11/2017,2,1,,,"	01","	02",687
28,1117,"	04",40315,5,1,223-0,"	0400631","	0112","	01",24/11/2017,"	01",24/11/2017,1,,,,"	01","	01",687
28,1117,"	04",40315,2,1,223-0,"	0400631","	0035","	01","	08/11/2017","	01",10/11/2017,3,1,,,"	02","	01",687
28,1117,"	04",40356,5,1,111-A,"	0400202","	0004","	01","	08/11/2017","	01",14/11/2017,5,1,,,"	02","	04",661
28,1117,"	04",40356,4,1,111-A,"	0400202","	0046","	01",11/11/2017,"	01","	03/12/2017",5,1,,,"	02","	05",661
28,1117,"	04",40356,3,1,111-A,"	0400202","	0029","	01","	08/11/2017","	01","	09/11/2017",4,1,,,"	01","	03",661
28,1117,"	04",40356,2,1,111-A,"	0400202","	0093","	01","	08/11/2017","	01","	09/11/2017",4,1,,,"	01","	01",661
28,1117,"	04",40356,1,1,111-A,"	0400202","	0085","	01","	08/11/2017","	01","	09/11/2017",4,1,,,"	03","	01",661
17,1117,"	05",40012,4,1,566-2,"	0503413","	0154","	01",22/11/2017,"	01","	04/12/2017",3,1,,,"	02","	01",1295
17,1117,"	05",40012,1,1,566-2,"	0503413","	0061","	01",29/11/2017,"	01",30/11/2017,1,,,,"	01","	01",1295
17,1117,"	05",40012,5,1,566-2,"	0503413","	0123","	01",22/11/2017,"	01",26/11/2017,3,1,,,"	02","	02",1295
17,1117,"	05",40012,2,1,566-2,"	0503413","	0214","	08","	06/12/2017","	08","	06/12/2017",,,,,,,
17,1117,"	05",40012,3,1,566-2,"	0503413","	0191","	01",24/11/2017,"	01",26/11/2017,4,1,,,"	04","	04",1295
17,1117,"	05",40029,1,1,233-3,"	0502047","	0047","	01","	07/11/2017","	01","	07/11/2017",1,,,,"	01","	01",5396
17,1117,"	05",40029,3,1,233-3,"	0502047","	0020","	01",14/11/2017,"	01",15/11/2017,5,1,,,"	01","	04",5396
17,1117,"	05",40029,2,1,233-3,"	0502047","	0070","	01","	07/11/2017","	01","	07/11/2017",1,,,,"	01","	01",5396
17,1117,"	05",40029,5,1,233-3,"	0502047","	0098","	01","	06/11/2017","	01","	07/11/2017",4,1,,,"	01","	01",5396
17,1117,"	05",40029,4,1,233-3,"	0502047","	0089","	01","	07/11/2017","	01","	07/11/2017",3,1,,,"	01","	02",5396
17,1117,"	05",40038,3,1,573-2,"	0503449","	0069","	01",29/11/2017,"	01",30/11/2017,4,1,,,"	02","	02",1256
17,1117,"	05",40038,1,1,573-2,"	0503449","	0016","	01","	08/11/2017","	01","	08/11/2017",5,1,,,"	01","	01",1256
17,1117,"	05",40038,2,1,573-2,"	0503449","	0045","	01","	08/11/2017","	01",30/11/2017,4,1,,,"	02","	02",1256
17,1117,"	05",40038,4,1,573-2,"	0503449","	0088","	01","	08/11/2017","	01","	08/11/2017",2,1,,,"	01","	01",1256
17,1117,"	05",40038,5,1,573-2,"	0503449","	0114","	01","	09/11/2017","	01","	09/11/2017",5,1,,,"	02","	01",1256
17,1117,"	05",40143,4,1,158-5,"	0501783","	0058","	01","	09/11/2017","	01",16/11/2017,5,1,,,"	02","	01",1256
17,1117,"	05",40143,1,1,158-5,"	0501783","	0083","	01","	09/11/2017","	01",11/11/2017,5,1,,,"	03","	03",1256
17,1117,"	05",40143,5,1,158-5,"	0501783","	0009","	01","	09/11/2017","	01","	09/11/2017",3,1,,,"	01","	03",1256
17,1117,"	05",40143,3,1,158-5,"	0501783","	0033","	01","	09/11/2017","	01","	09/11/2017",3,1,,,"	03","	03",1256
17,1117,"	05",40143,2,1,158-5,"	0501783","	0108","	01","	09/11/2017","	01","	09/11/2017",4,1,,,"	03","	03",1256
